Path,Station,Date,TMSTAMP,RECNBR,StnID,BatMin,ProgSig,AvgAir_T,MaxAir_T,HmMaxAir_T,MinAir_T,HmMinAir_T,AvgRH,MaxRH,HmMaxRH,MinRH,HmMinRH,Pluvio_Rain,MaxWS,HmMaxWS,AvgWS,AvgWD,AvgSD,AvgSoil_T05,MaxSoil_T05,MinSoil_T05,AvgRS_kw,MaxRS_kw,HmMaxRS,TotRS_MJ,TBRG_Rain,Avg_Soil_TP5_TempC,Max_Soil_TP5_TempC,Min_Soil_TP5_TempC,Avg_Soil_TP5_VMC,Max_Soil_TP5_VMC,Min_Soil_TP5_VMC,Avg_Soil_TP20_TempC,Max_Soil_TP20_TempC,Min_Soil_TP20_TempC,Avg_Soil_TP20_VMC,Max_Soil_TP20_VMC,Min_Soil_TP20_VMC,Avg_Soil_TP50_TempC,Max_Soil_TP50_TempC,Min_Soil_TP50_TempC,Avg_Soil_TP50_VMC,Max_Soil_TP50_VMC,Min_Soil_TP50_VMC,Avg_Soil_TP100_TempC,Max_Soil_TP100_TempC,Min_Soil_TP100_TempC,Avg_Soil_TP100_VMC,Max_Soil_TP100_VMC,Min_Soil_TP100_VMC,EvapTot24
NULL,lacdubonnet,2023-04-25,"2023-04-26 00:00:00",770,557,12.9,7999,3.646,9.5,"2023-04-25 13:31:00",-2.411,"2023-04-25 04:25:00",54.21,80.2,"2023-04-25 22:59:00",31.86,"2023-04-25 13:11:00",0,6.664,"2023-04-25 22:57:05",2.233,98.8,70.35,3.493,5.63,1.653,0.212,1.083,"2023-04-25 11:46:25",18.23887,0,6.155,7.442,5.259,41.07,41.54,40.87,2.882,3.108,2.746,48.55,48.59,48.51,2.688,2.787,2.582,48.58,49.08,46.7,2.798,2.83,2.776,49.47,49.53,49.37,3.097
NULL,kola,2023-04-25,"2023-04-26 00:00:00",770,531,12.61,7999,2.429,9.15,"2023-04-25 18:14:00",-3.834,"2023-04-25 06:27:00",71.33,99.9,"2023-04-25 03:56:00",40.16,"2023-04-25 18:05:00",0,9.53,"2023-04-25 18:35:35",4.688,123.7,17.13,-0.257,-0.244,-0.279,0.275,0.868,"2023-04-25 11:41:35",23.72028,0,6.573,9.06,5.034,36.65,41.95,32.7,1.637,2.303,1.235,43.99,44.14,43.83,1.301,1.32,1.285,30.88,31.71,30.32,1.359,1.386,1.336,32.1,34.92,30.87,3.282
NULL,killarney,2023-04-25,"2023-04-26 00:00:00",770,220,12.45,3854,1.383,7.546,"2023-04-25 17:08:00",-5.326,"2023-04-25 06:56:00",75.68,99.9,"2023-04-25 05:18:00",52.36,"2023-04-25 17:44:00",0,8.62,"2023-04-25 15:46:30",3.801,130.2,17.53,1.854,3.463,0.342,0.287,0.869,"2023-04-25 13:57:10",24.74936,0,5.23,6.709,3.896,38.42,39.65,37.37,3.198,3.893,2.608,40.65,41.51,39.62,1.28,1.292,1.261,32.88,33.3,32.49,2.776,2.801,2.746,32.13,32.51,31.88,3.097
NULL,kenton,2023-04-25,"2023-04-26 00:00:00",770,548,12.95,7999,2.123,9.54,"2023-04-25 17:17:00",-5.613,"2023-04-25 05:53:00",67.28,92.4,"2023-04-25 05:57:00",40.77,"2023-04-25 17:56:00",0,9.19,"2023-04-25 14:27:40",3.919,111.1,33.44,3.804,6.685,1.526,0.306,0.901,"2023-04-25 13:51:30",26.42199,0,3.995,5.729,2.664,43.4,43.8,43.07,3.241,4.016,2.814,48.48,48.69,48.1,2.419,2.513,2.292,44.26,44.36,44.18,8.29,8.32,8.26,43.7,43.75,43.65,3.773
NULL,keld,2023-04-25,"2023-04-26 00:00:00",770,532,12.83,7999,3.363,10.06,"2023-04-25 17:04:00",-5.013,"2023-04-25 06:29:00",56.13,83.8,"2023-04-25 07:27:00",33.06,"2023-04-25 16:09:00",0,11.72,"2023-04-25 23:58:05",3.099,176.5,43.86,3.394,7.952,0.293,0.253,0.766,"2023-04-25 13:45:55",21.7941,0,3.847,7.481,1.298,37.21,38.92,35.66,2.565,4.044,1.484,32.81,33.75,32.1,1.155,1.176,1.139,25.45,25.51,25.36,1.583,1.602,1.572,48.27,48.37,48.16,3.53
NULL,kane,2023-04-25,"2023-04-26 00:00:00",770,524,12.54,7999,3.031,8.51,"2023-04-25 16:35:00",-2.494,"2023-04-25 06:08:00",71.48,94.1,"2023-04-25 02:41:00",43.66,"2023-04-25 15:46:00",0,6.605,"2023-04-25 16:07:25",2.014,237.3,72.37,2.829,7.041,0.101,0.269,1.138,"2023-04-25 14:28:20",23.23075,0,1.459,1.841,1.3,27.91,31.41,25.73,0.725,0.772,0.689,22.09,22.27,21.93,0.144,0.181,0.118,23.38,23.46,23.31,0.344,0.37,0.327,29.19,29.24,29.15,3.159
NULL,inwood,2023-04-25,"2023-04-26 00:00:00",770,516,12.72,7999,2.968,9.34,"2023-04-25 16:13:00",-4.422,"2023-04-25 06:03:00",57.74,82.5,"2023-04-25 06:02:00",31.51,"2023-04-25 13:01:00",0,6.782,"2023-04-25 17:06:45",2.629,124.9,69.36,2.457,3.592,1.508,0.273,0.785,"2023-04-25 13:25:15",23.5893,0,3.637,5.828,2.017,39.39,39.71,39.11,3.297,3.938,2.906,23.24,23.52,23.06,3.062,3.127,2.992,63.98,64.11,63.9,3.289,3.326,3.251,43.18,43.23,43.15,3.749
NULL,inglis,2023-04-25,"2023-04-26 00:00:00",770,525,12.6,7999,2.023,8.46,"2023-04-25 16:53:00",-4.105,"2023-04-25 06:17:00",65.02,83.2,"2023-04-25 07:00:00",44.27,"2023-04-25 18:27:00",0,10.05,"2023-04-25 10:18:50",5.12,138,15.09,1.3,1.779,1.138,0.286,0.876,"2023-04-25 12:56:25",24.67879,0,3.053,3.336,2.909,35.86,37.39,34.71,1.296,1.318,1.275,32.8,32.95,32.72,1.546,1.564,1.529,NULL,NULL,NULL,1.894,1.905,1.877,47.11,47.16,47.08,3.564
NULL,holland,2023-04-25,"2023-04-26 00:00:00",763,559,12.85,7999,2.279,8.93,"2023-04-25 16:46:00",-4.53,"2023-04-25 06:25:00",67.63,95.4,"2023-04-25 06:10:00",43.85,"2023-04-25 16:32:00",0,9.19,"2023-04-25 12:34:15",2.937,152.7,38.28,1.283,3.204,0.044,0.271,1.026,"2023-04-25 13:55:30",23.41196,0,1.115,1.129,1.098,14.38,14.4,14.36,0.963,0.976,0.944,17.58,17.59,17.56,1.704,1.738,1.684,26.77,26.78,26.75,1.747,1.767,1.728,31.25,31.3,31.21,3.38
NULL,hamiota,2023-04-25,"2023-04-26 00:00:00",748,214,12.71,7999,1.738,8.13,"2023-04-25 18:35:00",-4.808,"2023-04-25 05:31:00",67.26,87.1,"2023-04-25 06:28:00",44.89,"2023-04-25 16:32:00",0,8.84,"2023-04-25 14:54:25",3.146,139.3,28.18,1.353,4.718,-0.059,0.267,0.792,"2023-04-25 12:16:50",23.06147,0,1.935,3.584,1.079,40.7,43.22,39.96,0.999,1.012,0.984,30.03,31.28,29.64,1.717,1.729,1.701,25.06,25.28,24.84,1.967,1.984,1.951,27.06,27.1,27,3.108
NULL,grandview,2023-04-25,"2023-04-26 00:00:00",770,219,12.54,7999,2.104,9.24,"2023-04-25 18:44:00",-5.309,"2023-04-25 05:46:00",66.31,93.6,"2023-04-25 05:15:00",37.38,"2023-04-25 17:02:00",0,9.33,"2023-04-25 13:27:30",2.773,124.5,59.37,4.438,7.226,2.401,0.264,0.789,"2023-04-25 13:11:40",22.79082,0,5.804,7.908,4.243,35.88,36.5,35.45,1.335,1.698,1.152,43.54,44.9,42.74,4.866,4.881,4.852,29.47,29.61,29.36,2.745,2.761,2.737,47,47.04,46.94,3.286
NULL,glenboro,2023-04-25,"2023-04-26 00:00:00",770,239,12.64,7999,2.439,8.33,"2023-04-25 18:11:00",-3.575,"2023-04-25 05:49:00",73.89,99.9,"2023-04-25 06:29:00",50.52,"2023-04-25 18:00:00",0,9.96,"2023-04-25 12:55:50",2.884,146.8,32.14,3.348,7.692,0.379,0.277,0.949,"2023-04-25 15:04:50",23.89688,0,8.07,10.64,6.213,38.41,39.05,38.02,1.545,1.893,1.311,43.66,44.54,42.88,2.003,2.039,1.932,46.79,48.1,46,2.273,2.293,2.241,41.8,41.82,41.74,3.113
NULL,gladstone,2023-04-25,"2023-04-26 00:00:00",763,204,12.66,7999,2.321,9.37,"2023-04-25 17:56:00",-5.156,"2023-04-25 05:30:00",69.57,100,"2023-04-25 07:29:00",40.01,"2023-04-25 18:02:00",0,8.8,"2023-04-25 15:31:40",2.549,189.1,85.9,0.065,0.478,-0.1,0.288,0.978,"2023-04-25 12:56:35",24.87467,0,8.82,10.08,7.999,36.6,37.36,35.82,1.252,1.271,1.241,17.36,18.03,17.1,1.252,1.27,1.241,15.26,15.4,15.17,1.808,1.826,1.799,14.46,14.49,14.44,3.588
NULL,gardenton,2023-04-25,"2023-04-26 00:00:00",770,518,12.66,7999,3.455,10.63,"2023-04-25 17:10:00",-4.268,"2023-04-25 06:05:00",63.37,100,"2023-04-25 02:00:00",29.5,"2023-04-25 17:19:00",0,7.056,"2023-04-25 13:20:15",1.632,127.4,83,2.815,5.322,1.049,0.261,0.951,"2023-04-25 13:37:30",22.5158,0,3.904,6.077,2.249,16.71,16.88,16.57,2.677,3.687,2.092,16.22,16.36,16.13,2.66,2.86,2.497,7.358,7.376,7.331,NULL,NULL,NULL,11.61,11.7,11.53,3.478
NULL,forrest,2023-04-25,"2023-04-26 00:00:00",770,233,12.48,5101,1.558,8.78,"2023-04-25 17:30:00",-6.06,"2023-04-25 04:29:00",65.35,90.1,"2023-04-25 04:32:00",37.08,"2023-04-25 15:39:00",0,8.43,"2023-04-25 13:31:10",3.049,116.2,46.03,0.048,0.058,0.038,0.273,0.787,"2023-04-25 13:49:15",23.56199,0,1.808,2.538,1.463,35.43,36.49,34.41,1.263,1.284,1.25,26.13,26.17,26.08,1.212,1.226,1.194,8.77,8.8,8.75,1.299,1.314,1.281,22.37,22.44,22.28,3.451
NULL,forkriver,2023-04-25,"2023-04-26 00:00:00",744,511,12.6,7999,2.88,8.88,"2023-04-25 17:40:00",-3.432,"2023-04-25 04:29:00",65.58,100,"2023-04-25 04:24:00",40.5,"2023-04-25 17:48:00",0,9.15,"2023-04-25 23:36:00",3.349,148.1,18.77,2.675,4.759,1.027,0.25,0.747,"2023-04-25 14:30:55",21.59617,NULL,5.179,6.623,3.908,49.12,49.54,48.7,12.17,12.76,11.86,41.36,41.51,41.25,2.249,2.554,1.963,44.8,44.9,44.69,4.114,4.163,4.048,47.53,47.6,47.46,3.19
NULL,fisherton,2023-04-25,"2023-04-26 00:00:00",770,517,12.77,7999,2.635,10.62,"2023-04-25 16:28:00",-5.427,"2023-04-25 06:19:00",61.28,90.9,"2023-04-25 05:49:00",34.28,"2023-04-25 16:43:00",0,5.179,"2023-04-25 17:05:00",0.613,98.1,79.25,1.86,4.511,0.162,0.27,0.784,"2023-04-25 13:24:10",23.30372,0,2.102,4.142,1.087,35.81,36.89,34.56,1.351,1.615,1.225,35.02,42.52,32.54,1.478,1.495,1.447,39.68,40.21,39.27,2.275,2.292,2.257,48.79,48.85,48.75,2.947
NULL,findlay,2023-04-25,"2023-04-26 00:00:00",146,504,12.76,1814,2.813,10.23,"2023-04-25 18:33:00",-4.471,"2023-04-25 04:37:00",67.13,96.9,"2023-04-25 04:42:00",36.04,"2023-04-25 17:38:00",NULL,8.37,"2023-04-25 19:19:50",3.249,135.2,30.69,2.829,7.394,0.036,0.297,0.881,"2023-04-25 11:56:25",25.6126,0,4.334,8.17,1.739,31.26,33.15,29.58,4.923,5.801,4.309,19.53,19.9,19.09,1.182,1.214,1.176,32.57,32.72,32.46,1.83,1.837,1.825,27.01,27.03,27,3.761
NULL,ethelbert,2023-04-25,"2023-04-26 00:00:00",763,213,12.81,7999,1.726,9.45,"2023-04-25 18:07:00",-6.359,"2023-04-25 05:58:00",68.17,91.5,"2023-04-25 04:49:00",43.22,"2023-04-25 16:48:00",0,7.86,"2023-04-25 16:49:00",2.342,150.3,27.94,0.001,0.032,-0.013,0.245,0.772,"2023-04-25 13:46:25",21.13821,0,1.527,2.68,1.096,38.14,38.74,37.47,1.13,1.203,1.098,29.46,34.57,28.17,1.358,1.38,1.339,36.49,39.18,34.54,1.251,1.263,1.23,10.66,10.72,10.63,2.936
NULL,eriksdale,2023-04-25,"2023-04-26 00:00:00",770,218,12.69,7999,2.905,9.24,"2023-04-25 15:53:00",-4.832,"2023-04-25 05:44:00",58.28,89.4,"2023-04-25 00:11:00",34.01,"2023-04-25 14:57:00",0,7.664,"2023-04-25 15:19:40",2.635,130.6,64.77,-0.05,-0.037,-0.061,0.271,0.851,"2023-04-25 12:55:00",23.37992,0,3.924,7.309,1.773,41.46,42.15,41.11,3.362,4.444,2.587,41.89,42.81,41.41,1.656,1.673,1.635,37.84,37.89,37.77,3.325,3.353,3.303,54.52,54.6,54.44,3.762
NULL,elmcreek,2023-04-25,"2023-04-26 00:00:00",752,237,12.72,7999,3.023,9.79,"2023-04-25 17:02:00",-3.364,"2023-04-25 04:55:00",66.02,91.3,"2023-04-25 04:46:00",39.54,"2023-04-25 17:06:00",0,9.23,"2023-04-25 14:39:45",2.536,214.2,79.67,3.203,6.361,0.672,0.255,1.115,"2023-04-25 14:42:50",22.03977,0,3.485,5.665,1.699,44.46,45.22,43.86,2.051,2.84,1.519,46.27,46.36,45.76,0.769,0.798,0.749,31.85,31.95,31.75,0.832,0.851,0.817,12.81,12.82,12.79,3.41
NULL,elma,2023-04-25,"2023-04-26 00:00:00",770,522,12.4,7999,3.837,9.96,"2023-04-25 17:50:00",-2.73,"2023-04-25 03:28:00",55.61,83.9,"2023-04-25 03:30:00",31.21,"2023-04-25 17:48:00",0,6.252,"2023-04-25 21:19:30",2.265,126.6,69.41,0.388,1.556,-0.134,0.257,1.081,"2023-04-25 11:44:10",22.15354,0,3.892,6.065,2.165,28.73,28.89,28.59,3.735,4.568,3.222,35.23,35.3,35.14,2.107,2.156,2.049,40.54,40.82,40.29,2.467,2.486,2.445,46.47,46.53,46.42,3.456
NULL,elie,2023-04-25,"2023-04-26 00:00:00",770,536,12.71,7999,2.299,8.48,"2023-04-25 15:21:00",-4.498,"2023-04-25 06:16:00",67.4,89.9,"2023-04-25 06:22:00",42.72,"2023-04-25 15:38:00",0,7.977,"2023-04-25 15:11:35",2.318,153.4,80.2,0.479,1.516,-0.124,0.271,1.206,"2023-04-25 14:42:15",23.43262,0,1.999,2.939,1.417,35.11,35.31,34.93,0.989,1.042,0.944,27.63,28.23,27.25,-0.3,-0.273,-0.324,25.6,25.63,25.56,0.196,0.218,0.173,18.51,18.56,18.48,3.27
NULL,eden,2023-04-25,"2023-04-26 00:00:00",770,545,12.75,7999,1.995,9.3,"2023-04-25 17:11:00",-5.666,"2023-04-25 06:27:00",65.12,86,"2023-04-25 03:03:00",39.65,"2023-04-25 18:13:00",0,7.311,"2023-04-25 15:58:25",2.735,209.4,63.73,1.805,4.505,0.053,0.284,0.886,"2023-04-25 13:13:50",24.52469,0,1.538,2.085,1.256,31.31,33.58,30.03,1.207,1.227,1.193,18.67,18.79,18.57,1.182,1.196,1.166,7.055,8.38,6.184,1.595,1.613,1.575,9.07,9.87,8.5,3.522
NULL,dugald,2023-04-25,"2023-04-26 00:00:00",770,217,12.5,7999,3.049,10.28,"2023-04-25 16:56:00",-3.872,"2023-04-25 05:43:00",66.97,95.7,"2023-04-25 04:34:00",34.64,"2023-04-25 14:14:00",0,5.331,"2023-04-25 13:25:50",1.589,217.1,69.65,3.885,8.47,0.342,0.236,1.074,"2023-04-25 14:19:50",20.40216,0,3.583,5.227,2.894,42.41,43.02,41.79,1.154,1.166,1.136,34.74,34.84,34.67,1.332,1.347,1.317,28.3,28.34,28.26,2.081,2.093,2.071,37.71,37.73,37.67,2.878
NULL,driftingriver,2023-04-25,"2023-04-26 00:00:00",770,512,12.73,7999,2.928,10.42,"2023-04-25 18:46:00",-5.462,"2023-04-25 06:37:00",66.4,100,"2023-04-25 03:39:00",36.35,"2023-04-25 18:48:00",0,8.23,"2023-04-25 12:18:55",2.196,137.5,43.67,2.221,4.221,0.883,0.237,0.774,"2023-04-25 13:32:40",20.42793,0,3.669,5.537,2.251,35.42,37.03,34.72,3.261,4.267,2.575,39.06,39.19,38.85,5.455,5.489,5.432,43.23,43.28,43.17,3.59,3.609,3.583,42.09,42.12,42.06,2.97
NULL,dominioncity,2023-04-25,"2023-04-26 00:00:00",770,535,12.78,7999,3.236,9.14,"2023-04-25 17:15:00",-2.757,"2023-04-25 05:55:00",68.16,96.1,"2023-04-25 06:07:00",35.55,"2023-04-25 12:17:00",0,6.586,"2023-04-25 15:59:00",1.919,197.1,83.8,0.769,2.161,0.002,0.28,1.241,"2023-04-25 12:23:00",24.14043,0,2.24,2.956,1.885,39.06,39.93,38.23,2.436,2.452,2.425,27.62,27.72,27.52,3.58,3.984,2.66,41.71,41.93,41.58,3.094,3.106,3.084,45.17,45.2,45.05,3.366
NULL,deloraine,2023-04-25,"2023-04-26 00:00:00",770,241,12.77,6877,3.044,10.03,"2023-04-25 17:57:00",-4.533,"2023-04-25 04:00:00",59.25,86.7,"2023-04-25 03:34:00",33.8,"2023-04-25 16:33:00",0,10.82,"2023-04-25 23:54:00",4.274,139.9,22.96,2.732,4.852,1.018,0.273,0.783,"2023-04-25 13:46:05",23.54749,0,4.485,6.455,2.801,33.5,33.7,33.28,3.189,3.847,2.713,29.75,29.86,29.66,2.766,2.86,2.609,41.43,41.47,41.38,2.147,2.188,2.112,31.76,31.78,31.72,3.883
NULL,dand,2023-04-25,"2023-04-26 00:00:00",770,542,12.81,4537,2.432,9.73,"2023-04-25 17:51:00",-4.895,"2023-04-25 05:38:00",65.18,90.9,"2023-04-25 02:55:00",36.46,"2023-04-25 18:08:00",0,9.47,"2023-04-25 15:08:50",2.965,138.3,27.19,2.379,4.82,0.344,0.297,0.875,"2023-04-25 13:51:20",25.65284,0,1.181,1.247,1.155,36.55,38.91,36,2.264,2.279,2.252,32.47,32.75,32.32,1.405,1.44,1.385,27.6,27.69,27.51,5.376,5.391,5.368,34.02,34.1,33.89,3.661
NULL,clearwater,2023-04-25,"2023-04-26 00:00:00",770,501,12.74,7999,1,7.049,"2023-04-25 17:43:00",-6.5,"2023-04-25 06:26:00",77.37,99.9,"2023-04-25 00:43:00",51.15,"2023-04-25 17:54:00",0,8.98,"2023-04-25 16:09:20",3.091,124.3,39.21,0.677,2.791,-0.062,0.283,1.26,"2023-04-25 13:52:55",24.40598,0,3.583,6.699,1.415,28.5,29.73,27.67,2.779,4.042,1.877,24.46,25.17,24.04,1.296,1.303,1.28,18.97,19.05,18.91,1.58,1.593,1.563,23.32,23.37,23.27,3.019
NULL,cartwright,2023-04-25,"2023-04-26 00:00:00",770,502,12.73,7999,1.119,7.81,"2023-04-25 18:00:00",-6.432,"2023-04-25 05:22:00",75.24,100,"2023-04-25 02:22:00",45.59,"2023-04-25 18:38:00",0,7.84,"2023-04-25 15:52:10",2.553,133.4,33.54,2.366,4.897,0.403,0.28,1.171,"2023-04-25 13:07:40",24.19481,0,5.014,6.435,3.717,27.72,28.52,27.37,2.744,3.476,2.03,33.1,33.75,32.79,1.587,1.628,1.489,38.48,38.85,38.28,1.598,1.628,1.572,19.72,19.78,19.63,3.075
NULL,carman,2023-04-25,"2023-04-26 00:00:00",942,212,12.72,7999,2.551,8.98,"2023-04-25 15:29:00",-4.84,"2023-04-25 06:15:00",71.92,100,"2023-04-25 00:49:00",39.58,"2023-04-25 18:31:00",0,8.06,"2023-04-25 14:05:00",1.589,183.2,67.14,4.57,9.73,0.765,0.294,1.11,"2023-04-25 13:55:35",25.39172,0,5.215,8.63,2.711,34.7,35.05,34.22,3.764,5.143,2.829,38.16,38.33,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.625
NULL,carberry,2023-04-25,"2023-04-26 00:00:00",2002,314,12.6,7999,1.567,8.22,"2023-04-25 15:58:00",-6.505,"2023-04-25 06:17:00",65.65,96.3,"2023-04-25 05:54:00",40.34,"2023-04-25 14:38:00",NULL,8.68,"2023-04-25 16:33:15",2.098,147.9,54.92,4.932,10.33,0.61,0.272,0.836,"2023-04-25 13:45:10",23.52168,0,5.694,9.04,2.801,27.45,28.15,26.84,4.131,5.515,2.977,30.36,30.61,30.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.464
NULL,brunkild,2023-04-25,"2023-04-26 00:00:00",770,530,12.46,7999,2.832,14.51,"2023-04-25 17:16:00",-5.996,"2023-04-25 05:58:00",74.94,100,"2023-04-25 00:11:00",29.49,"2023-04-25 17:22:00",0,8.33,"2023-04-25 13:19:20",2.142,209.4,77.71,2.689,5.505,0.401,0.238,1.133,"2023-04-25 13:09:50",20.54241,0,11.36,13.94,9.27,40.11,40.62,39.33,1.56,2.419,1.056,42.47,42.87,41.9,0.371,0.385,0.35,23.99,24.03,23.97,0.542,0.57,0.516,31.55,31.6,31.5,3.171
NULL,boissevain,2023-04-25,"2023-04-26 00:00:00",770,209,12.57,7999,2.197,9.99,"2023-04-25 17:27:00",-5.378,"2023-04-25 06:22:00",66.11,90.8,"2023-04-25 01:53:00",35.08,"2023-04-25 16:41:00",0,9.39,"2023-04-25 16:11:05",3.15,143.7,20.43,2.933,7.408,0.123,0.281,0.84,"2023-04-25 13:09:40",24.25667,0,2.416,4.105,1.428,25.68,26.38,25.05,1.592,1.978,1.395,21.93,22.55,21.55,1.55,1.624,1.475,18.44,18.47,18.41,2.178,2.22,2.146,25.27,25.32,25.19,3.547
NULL,birchriver,2023-04-25,"2023-04-26 00:00:00",754,563,12.4,7999,3.163,10.44,"2023-04-25 17:09:00",-6.101,"2023-04-25 05:45:00",59.43,89.1,"2023-04-25 05:50:00",36.46,"2023-04-25 17:14:00",0,8.7,"2023-04-25 22:11:50",2.731,125.9,59.9,4.848,8.13,1.714,0.223,0.817,"2023-04-25 13:35:35",19.1978,0,5.777,8.99,3.055,NULL,NULL,NULL,3.649,5.035,2.306,NULL,NULL,NULL,4.352,4.483,4.057,NULL,NULL,NULL,3.702,3.837,3.58,NULL,NULL,NULL,3.186
NULL,bede,2023-04-25,"2023-04-26 00:00:00",770,740,12.34,7999,2.939,10.73,"2023-04-25 17:45:00",-4.323,"2023-04-25 05:25:00",66.44,95,"2023-04-25 03:50:00",35.75,"2023-04-25 17:57:00",0,8.86,"2023-04-25 14:33:50",3.921,136.2,26.9,2.783,6.809,0.063,0.276,0.86,"2023-04-25 11:09:40",23.79852,0,3.73,7.227,1.56,31.87,33.38,30.75,2.299,2.885,1.968,36.3,36.68,35.96,1.601,1.62,1.58,28.61,29.03,28.31,1.936,1.958,1.916,23.35,23.47,23.26,3.728
NULL,beausejour,2023-04-25,"2023-04-26 00:00:00",770,251,12.45,7999,3.701,11.4,"2023-04-25 16:13:00",-4.909,"2023-04-25 05:56:00",58.71,90.6,"2023-04-25 06:00:00",31.21,"2023-04-25 16:19:00",0,6.194,"2023-04-25 15:17:10",1.88,188.4,81.7,2.106,5.742,-0.066,0.287,1.035,"2023-04-25 12:36:10",24.75449,0,4.245,7.979,1.647,45.55,46.69,44.09,1.566,2.053,1.205,50.51,55.59,44.31,1.054,1.072,1.038,21.52,21.57,21.45,1.719,1.735,1.697,37.06,37.08,37.01,3.755
NULL,baldur,2023-04-25,"2023-04-26 00:00:00",770,503,12.51,7999,1.238,7.796,"2023-04-25 17:39:00",-5.602,"2023-04-25 04:48:00",76.27,99.8,"2023-04-25 00:23:00",50.22,"2023-04-25 16:53:00",0,8.92,"2023-04-25 16:02:50",3.049,143.4,28.18,0.639,2.234,-0.115,0.276,0.998,"2023-04-25 13:41:40",23.84814,0,2.273,3.188,1.822,24.63,26.26,23.91,2.985,3.031,2.962,23.81,24.07,23.7,1.889,1.917,1.862,50.26,52.76,46.99,3.121,3.141,3.102,47.22,47.36,47.13,3.087
NULL,bagot,2023-04-25,"2023-04-26 00:00:00",770,534,12.66,3429,2.185,8.11,"2023-04-25 18:16:00",-4.623,"2023-04-25 06:13:00",69.51,94.6,"2023-04-25 06:19:00",46.23,"2023-04-25 15:08:00",0,8.82,"2023-04-25 14:31:45",2.73,167.4,79.66,0.34,1.108,-0.008,0.278,1.106,"2023-04-25 13:26:55",24.03849,0,1.906,2.036,1.845,44.03,47.06,41.74,1.184,1.195,1.166,16.48,16.53,16.42,1.116,1.134,1.104,44.5,44.76,44.24,NULL,NULL,NULL,39.78,39.91,39.71,3.351
NULL,austin,2023-04-25,"2023-04-26 00:00:00",763,533,12.78,7999,2.313,9.15,"2023-04-25 17:02:00",-4.984,"2023-04-25 05:52:00",65.68,93,"2023-04-25 04:39:00",40.57,"2023-04-25 16:41:00",0,9.19,"2023-04-25 13:28:30",2.482,178.8,74.12,1.817,3.929,0.146,0.295,0.954,"2023-04-25 14:20:35",25.4845,0,5.218,6.413,4.234,40.34,40.79,39.73,2.344,3.144,1.711,38.58,38.77,38.4,2.704,2.809,2.598,32.59,32.96,31.92,3.395,3.452,3.073,40.42,40.61,40.31,3.598
NULL,argue,2023-04-25,"2023-04-26 00:00:00",770,505,12.71,7999,2.355,9.88,"2023-04-25 18:20:00",-5.289,"2023-04-25 06:05:00",67.43,93.1,"2023-04-25 04:16:00",35.45,"2023-04-25 18:32:00",0,7.899,"2023-04-25 15:35:45",3.27,135.2,25.63,1.314,3.097,0.068,0.283,0.912,"2023-04-25 12:35:15",24.45345,0,3.851,6.656,1.688,48.27,49.91,47.01,1.987,2.799,1.379,42.44,49.48,39.34,1.476,1.491,1.459,31.21,31.57,31.01,2.183,2.194,2.168,32.18,32.26,32.14,3.588
NULL,arborg,2023-04-25,"2023-04-26 00:00:00",770,206,12.62,7999,2.466,9.5,"2023-04-25 16:30:00",-5.217,"2023-04-25 06:08:00",64.55,98.5,"2023-04-25 03:30:00",36.55,"2023-04-25 15:19:00",0,6.252,"2023-04-25 16:56:55",2.201,84.2,46.17,1.626,3.812,0.094,0.293,0.844,"2023-04-25 13:19:10",25.3244,0,3.833,7.53,1.388,33.63,34.03,32.77,1.89,1.985,1.828,19.62,19.84,19.36,0.957,0.98,0.933,22.85,22.9,22.79,1.369,1.384,1.353,20.73,20.75,20.71,3.613
NULL,altona,2023-04-25,"2023-04-26 00:00:00",770,244,12.66,7999,3.266,8.91,"2023-04-25 17:15:00",-3.577,"2023-04-25 06:21:00",70.28,96,"2023-04-25 06:48:00",38.66,"2023-04-25 14:49:00",0,7.762,"2023-04-25 16:33:15",1.748,233.5,75.94,1.803,5.1,-0.045,0.313,1.279,"2023-04-25 13:34:40",27.01248,0,1.563,1.579,1.55,30.72,31.9,30.35,1.543,1.564,1.526,25.65,25.73,25.59,0.391,0.414,0.369,33.5,33.56,33.45,1.568,1.58,1.551,35.31,35.36,35.29,3.678
NULL,alonsa,2023-04-25,"2023-04-26 00:00:00",770,253,12.82,7999,2.283,9.62,"2023-04-25 16:30:00",-6.609,"2023-04-25 05:48:00",67.14,96.8,"2023-04-25 03:06:00",39.79,"2023-04-25 13:07:00",0,8.08,"2023-04-25 19:08:20",2.827,142.5,73.26,2.276,5.619,0.043,0.269,0.782,"2023-04-25 13:28:50",23.24783,0,3.274,6.021,1.228,39.27,40.32,38.74,1.608,2.139,1.256,35.19,36.85,34.47,1.563,1.584,1.534,NULL,NULL,NULL,1.187,1.205,1.173,15.44,15.49,15.38,3.471
